steps,ingredients,name,id
"Preheat oven to 375 degrees f. In small bowl combine mustard, brown sugar and curry powder until well blended. Spread cornflake crumbs on a sheet of waxed paper. Spread some of the mustard on each thigh, coating both sides, and coat completely with crumbs. Place on a shallow baking pan and bake on center rack for 35-40 minutes, or until cooked through.","chicken thighs, bananas, brown sugar, smoked paprika, cinnamon, sour cream, walnuts, basmati rice, green beans",flying jacob oven baked chicken thighs,413661
"Heat butter in skillet. Add chicken and cook until browned. Add soup, water, sugar and vinegar. Heat to a boil. Cover and cook over low heat 5 minute or until done. Serve over rice.","boneless skinless chicken breasts, lean bacon, mustard, pineapple juice, brown sugar",chicken yeffa,222219
Mix italian dressing mix with water. Place chicken breasts in baking dish. Pour italian dressing over chicken. Mix soup and cream cheese. Pour over chicken. Cover with lid or foil. Bake at 350 for 25-30 minutes. Serve over cooked noodles.,"pasta, boneless skinless chicken breasts, turkey bacon, olive oil, parmesan cheese, frozen chopped spinach, chicken broth, dry ranch dressing mix, grape tomatoes, garlic",chicken bacon ranch noodles,253420
"Preheat oven to 375f. Grease 2 cookie sheets. Sift together flour, cinnamon, baking soda and nutmeg. Set aside. Beat the butter and brown sugar in a large bowl with an electric mixer at high speed until well blended. Beat in the eggs and apple juice. Gradually add the flour to the butter mixture, beating at low speed until well blended. Stir in the apple and pecans. Drop the dough by teaspoonfuls 2 inches apart onto the prepared cookie sheets. Bake for 13 minutes or until lightly browned. Cool on wire rack.","light brown sugar, shortening, egg, flour, salt, nutmeg, apple",apple jack cookies,268096
"Place broccoli and broth in medium saucepan. Bring to a boil over medium-high heat. Stir in rice, cover, and heat in microwave for 4 minutes on high. Remove broccoli from microwave, add bell peppers, and saut in butter and olive oil in a skillet over medium heat for approximately 2 minutes. Sprinkle on lemon juice and white pepper. Mix thoroughly, and saut for 1 more minute remove from heat.","chicken broth, broccoli floret, carrot, minute rice, lemon juice, pepper",quick lemon broccoli rice,236212
"Heat oil in a nonstick skillet, add one tortilla. Layer with half the cheddar cheese, all of the chicken and mushrooms and half the monterey jack cheese. Top with the second tortilla. Cover and heat until cheese melts and bottom tortilla is crisp and golden brown. Turn over. Sprinkle remaining cheese on top. Cook until bottom tortilla is crisp and golden brown and cheese is melted. Cut into wedges and serve with sour cream and salsa if desired.","burrito-size flour tortillas, olive oil, cheddar cheese, mashed potatoes, onions, black pepper, hot salsa, canned jalapeno slices",potato cheddar quesadilla,137559
"Preheat oven to 425f. In a large bowl combine the pumpkin puree, condensed milk, eggs, cinnamon, ginger and nutmeg. Mix well and turn into the crust. Bake 15 minutes. Reduce the oven temperature to 350f and bake another 35 to 40 minutes or until a knife inserted 1-inch from the edge comes out clean. Cool before cutting. Garnish with whipped cream. Refrigerate leftovers.","light sour cream, eggs, pumpkin, brown sugar, cinnamon, nutmeg, ground cloves, salt, sugar, unbaked pie shell",sour cream punky pie pumpkin,329669
"Heat the butter in a large pan over low heat. Add onions, cover, and cook until translucent, stirring occasionally for about 30 minutes. Add the stock and bring to a boil. Reduce heat and simmer for 15 minutes. Add cream and bring to a boil, reduce heat and simmer to thicken slightly. Season generously with salt and pepper. Ladle into bowls, top with stilton toast, and run under the broiler until the cheese is melted and brown. Serve immediately.","onions, ale, beef stock, potatoes, butter, cheddar cheese, salt and pepper",brown onion ale and cheddar cheese soup,22850
"Preheat oven to 425 degrees. Lightly grease 13-by-9-inch baking pan with cooking spray. Unroll pizza dough and press evenly over bottom and about 1 inch up sides of prepared pan. Brush dough lightly with olive oil. Sprinkle with garlic and basil. Cover with drained tomatoes, artichoke hearts, and mushrooms. Sprinkle with feta cheese and sliced bell pepper. Bake for about 20 minutes until crust is golden brown.","marinated artichokes, tomatoes, onion, mushroom, mozzarella cheese, rolls",castroville special,217732
"Preheat oven to 400f. Finely crush cornflakes. Mix together cornflakes, flour, seasoning salt, pepper and poultry seasoning. Beat eggs with water. Dip chicken strips in egg mixture and then roll in cornflake mixture. Press mixture firmly onto chicken to coat well. Lay chicken strips on baking sheet lined with parchment paper. Drizzle with olive oil. Bake for 30 minutes or until chicken is tender and cooked throughly. Baking time varies depending on size of strips. Serve with your favorite dipping sauce. These can also be fried in oil for 6-8 minutes but i prefer baking to keep them healthier.","corn flake crumbs, salt, chicken pieces, pepper, parmesan cheese, egg whites, skim milk",cornflake crumb parmesan chicken,163276
"In a large bowl, combine the macaroni, macaroni, cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mo","whole wheat macaroni, milk, pre-shredded mozzarella cheese, monterey jack pepper cheese, diced tomatoes with basil oregano and garlic, pepper",pepper jack pasta with tomatoes,215682
Heat all ingredients to boiling in 3-quart saucepan over medium-high heat. Reduce heat. Simmer uncovered 10 minutes to blend flavors. Remove cloves and cinnamon if desired. Serve hot with cinnamon sticks and sliced apples if desired.,"cinnamon sticks, whole cloves, whole allspice, apple cider, brown sugar, orange",warm slow cooker or crock pot cider,101233
"Place chicken in crock pot. Cover and cook on low for 3 hours. In a small mixing bowl, beat cream cheese and soup until blended. Pour over chicken. In a small mixing bowl, beat cream cheese","boneless skinless chicken breast halves, dry onion soup mix, heinz chili sauce, grape jelly",the easiest crock pot chicken,128254
"In a large bowl combine noodles, butter, parmesan cheese, egg yolks, salt, vegetable oil, waterpreparation:In a large bowl combine noodles, broccoli florets, cream of chicken and broccoli soup, sour cream, parmesan cheese, pepper, garlic powder, and noodle mixture. Over medium heat, heat through, stirring occasionally.","noodles, butter, parmesan cheese, egg, salt",5 minute comfort food,432077
Mix all ingredients except for grape tomatoes. Blend well to incorporate flavors. Finally mix in grape tomatoes. Chill till serving. We serve with flour tortillas cut into triangles and deep fried till lightly browned.,"raw shrimp, grape tomatoes, garlic cloves, green onion, basil, oregano, salt, olive oil, butter, red chili peppers",impress them shrimp with grape tomatoes,206044
"Preheat the oven to 350. Line 12 muffin tins with paper or foil liners. In a nonstick skillet, melt the butter with the brown sugar over moderately high heat. Add the banana slices and cook, turning once, until caramelized, about 3 minutes. The bananas shold be softened and sticky. Remove from the heat and let cool. In a large bowl, whisk together the milk, eggs, and vanilla. Stack the toasted bread, slice off the crusts and cut the bread into 4 triangles. Add the bread to the custard and let soack unti the custard is absorbed, about 10 minutes. Stir in the cooled caramelized bananas and the chocolate. Spoon the mixture into the prepared muffin cups. Bake the puddings until puffy and golden, about 25 minutes.","whole milk, bananas, egg yolks, sugar, vanilla extract, salt, heavy cream",banana gelato,359812
"Preheat oven to 350. Sift flour, sugar, baking powder and salt into large bowl. Add egg, shortning, milk and vanilla. Stir until all is moistened. Stir in the walnuts. Bake in a 9x5 loaf pan for 1 hour, 20 minutes, or until toothpick comes out clean.","flour, baking soda, white sugar, egg, dates, butter, nuts, boiling water, salt, vanilla",mrs allen s date loaf,35475
"In a large mixing bowl, combine flour, baking powder, salt, sugar, chocolate chips, cocoa, and walnuts in a large mixing bowl. In a small mixing bowl, beat the egg whites until stiff peaks form. Gently, fold the egg whites into the lumpy batter. Pour the batter onto the iron and bake until done. For an even more sinful treat, top with whipped cream, fresh strawberries or raspberries, chocolate sauce and chopped nuts.","flour, cocoa, baking powder, sugar, weetabix, butter, milk",chocolate weetabix fudge,158189
"Place the carrots in a large bowl and stir in the orange pieces. Add the mandarin orange pieces, salt and lemon juice. Pour over the carrots. Cook and stir until the mixture thickens.","baby carrots, butter, brown sugar, orange juice concentrate, mandarin orange pieces, salt",orange carrots,157670
