Unnamed: 0,result
100,"Preheat oven to 350 degrees. Lightly grease an 8x8-inch baking dish. In a large mixing bowl, beat together milk, butter and egg substitute. Add the sugar, then gradually beat in the flour. Pour batter into prepared pan. Bake in preheated oven for 30 minutes. Cut into 16 square servings."
101,"Place chicken pieces in crockpot. Sprinkle the garlic salt and onion soup mix over the chicken. Pour salad dressing and water over the chicken. Cover and cook for 7-8 hours. Remove chicken and cool slightly. Shred chicken from the bones, and return to crock pot. Serve on hamburger buns."
102,Preheat oven to 400f. Place wax paper on a large baking sheet. Combine dry ingredients in a large bowl. Combine other ingredients in a second bowl. Blend the wet ingredients into the dry ingredients. Add butter and sugar. Bake for 30 to 35 minutes at 170 degrees celsius.
103,"Cook pasta according to package directions. Meanwhile, cut sausage into bite-size pieces. In a large skillet cook sausage and peppers over med-high heat until sausage is brown. Drain off fat. Add broth & pepper to skillet. Bring to a boil. Reduce heat and simmer uncovered for 5 minutes. Remove from heat. Drain pasta and toss with sausage mixture."
104,"Heat oil in a five to six quart pot over moderately high heat. Add garlic and pepper flake, saute until golden. Be careful not to burn the garlic. Stir in tomatoes and salt. Simmer uncovered for 35 minutes. Serve with pasta."
106,"Mix together 3 tbsp. Parmesan cheese with 1 cup bread crumbs. In bowl, beat 2 eggs, salt and pepper to taste. Dip venison in eggs, then bread crumbs. Heat 6 tbsp. Olive oil in skillet till hot. Fry venison 5 mins. Each side till brown. Then place venison on a cookie sheet, spoon spaghetti sauce over venison and bake till cheese melts."
107,"Preheat the oven to 425 degrees f. Place fennel, onion and garlic into an oiled baking dish using the 2 tablespoons oil. Combine saffron, chicken broth and white wine and pour over fennel season with salt and pepper. Dot with butter. Cover and bake for 25 - 30 minutes. If desired, uncover the baking dish toward the end of the cooking time, to allow any excess liquid to evaporate. Garnish with the fennel fronds."
108,"Boil potatoes for 10-12 minutes or until fork-tender. Drain. Return potatoes to pan. Mash potatoes, adding cream cheese until it is blended. Stir in milk, chives, and seasonings. Heat on medium heat until just warmed through, then serve at once."
109,Preheat oven to 350 f. Combine all ingredients except for dough in a medium sized bowl. Divide crescent roll dough into 24 rounds. Press into miniature muffin cups. Spoon 1 tbl. Of cream cheese mixture into cups. Bake at 350 f. For 13-15 minutes or until golden brown.
110,Preheat oven to 400f. Mix all the dry ingredients in a medium sized plastic bag or in a bowl. Pat dry the tofu on paper towel. Place the slices or cubes inside a plastic bag and gently shake to coat tofu with the dry mixture. Place on a greased baking sheet. Lightly spray tofu with cooking oil spray. Place in oven and bake for approximately 25-30 minutes until golden brown. Serve with your favorite dip.
111,"Cook broccoli until tender in the amount of water called for on the package, drain. Mix together soup mix, cream cheese, sour cream and water chestnuts. Add drained broccoli and stir well. Place in lightly buttered casserole dish and top with grated cheese and cracker crums. Bake at 350 for 30-35 minutes or until hot throughout and bubbly."
113,"Boil potatoes, with skins on, until just tender. Drain and let cool. When potatoes are cooled, peel and cut into bite-size pieces. Place in a large bowl. Coarsely chop eggs. Add eggs and pickle chunks to potatoes. Gently toss in mayonnaise. Be sure to toss lightly to avoid breaking up the potato too much. Add salt and pepper to taste. Also add onion, if using. Stir gently again, just to combine. At our house, we usually serve a small bowl of onion on the side so people can add as much as they like, or none at all."
114,"In a large nonmetal dish or resealable food storage plastic bag, combine all ingredients except steak. Mix well. Add steak and turn to coat. Cover dish or seal bag. Refrigerate atleast 4 hours or overnight to marinate. Heat grill. When ready to grill, remove steak from marinade. Discard marinade. Place steak on gas grill over medium heat. Cook 10 to 15 minutes or until desired doneness, turning once or twice. To serve, cut steak across grain into slices. Place on serving platter."
115,"Preheat oven to 400 degrees f. Put the first 7 ingredients into a food processor bowl. Pulse until bread is very coarsely chopped, 4-6 times. Grease an 8 inch square baking dish and arrange the cherry tomatoes in a single layer. Sprinkle with the bread crumb mixture. Bake until crust is browned and tomatoes are tender, about 20 minutes."
116,"Preheat oven to 375 degrees. In a large mixing bowl, mix together soup, onion, milk, garlic, salt and pepper. Stir, in potatoes and kielbasa. Spoon into a 7x11 inch casserole dish. Place casserole on a baking sheet and bake in the preheated oven for 90 minutes or until potatoes are tender and flavors blended."
117,"Preheat oven to 400 degrees. Brush a large baking dish with 2 tablespoons of the olive oil. Put green beans, onion, and garlic in dish, drizzle with remaining oil and sprinkle with salt. Bake for 25 minutes, stirring beans at least 3 times. When tender, remove beans from oven and transfer to bowl. Immediately drizzle with vinegar. Add shallots to the skillet drippings. Cook over medium-high heat until golden brown, about 6 minutes. Add balsamic vinegar and cook for 1 minute. Remove from heat. Place green beans in large pot of lightly salted, boiling water. Cook until just crisp-tender, 5-6 minutes. Drain immediately and add green beans to shallot mixture. Season with salt and pepper. Toss until coated, place in dish, sprinkle pancetta over top, and serve."
119,"In a medium saucepan combine squash, onions, carrots, broth, and salt. Simmer, uncovered, until squash is very tender, about 40 minutes. Puree soup in a blender or food processor with the butter. Whisk cream into soup. Serve in wide, shallow bowls with a dollop of sour cream if desired."
120,"Preheat oven to 450 degrees. Cut chicken in half. Arrange, skin side up, in a roasting pan. Combine butter, lemon juice, and spices in a small bowl and mix well. Brush chicken with mixture. Roast until juices run clear. Broil 6 inches from heat for 3 minutes."
121,"In a large skillet over medium heat, cook potatoes in oil for 15 minutes, turning occasionally. Sprinkle with salt and pepper. Stir in green pepper and onion. Cook 5 minutes longer, stirring occasionally. In a small bowl, combine the beer, broth and brown sugar. Stir into vegetables. Bring to boil. Reduce heat. Cook 2 minutes longer, stirring occasionally"
123,"Preheat oven to 375f heat the vegetable oil in a small ovenproof frying pan. Fry the chicken wings for 2-3 minutes on each side, until golden. Remove the pan from the heat and add the soy sauce, water and honey. Transfer to the oven and cook for 10-12 minutes, turning the chicken wings once. Arrange the chicken wings on a warmed platter, scatter over the sesame seeds and serve."
124,"Cut bacon strips in half widthwise. In a large skillet, cook bacon over medium heat until cooked but not crisp. Remove to paper towels to drain. Keep warm. Drain drippings from skillet. Cook chicken in butter over medium heat for 5-6 minutes on each side or until chicken juices run clear. Top each chicken breast with barbecue sauce, green onions, tomato and two reserved bacon pieces. Sprinkle with cheese. Cover and cook for 5 minutes or until cheese is melted."
125,"In small bowl, mix brown sugar and pumpkin pie spice. Set aside. In small microwave-safe dish, microwave butter on high about 30 seconds or until melted. Stir in vanilla. In large microwavable bowl, mix all cereals and pecans. Pour butter mixture over cereal mixture, stirring until evenly distributed. Add sugar and spice mixture and stir until coated. Microwave uncovered on high 5 minutes or until mixture begins to brown, stirring every minute. Spread on wax paper or a cookie sheet to cool. Store in airtight container."
126,"Heat the grill to medium hot. In a medium mixing bowl, combine the preserves, garlic, olive oil, soy sauce, dry mustard, cayenne pepper, salt and black pepper, and mix well to combine. Sprinkle the tenderloins with additional salt and pepper and place on the grill. Cook about 10 minutes on each side before brushing the upturned side with the glaze. Continue cooking for another 10 to 12 minutes, turning every 3 to 5 minutes and brushing each upturned side with glaze every time, until the meat is cooked through. Move the pork to a cooler part of the grill if it starts to get too dark before it is cooked through. Place the peach halves on the grill, cut-side down, and grill 2 minutes. Turn, and brush the tops with the glaze. Grill 3 ro 5 minutes more, until the peaches are soft and the cavities fill with juices. Transfer the cooked pork and peaches to a serving plate & serve immediately."
127,"Preheat oven to 350f. Arrange flaked cheese pie evenly in a 9 inch pie pan that has been sprayed with a nonstick cooking spray. In a blender, combine half of the parmesan with remaining ingredients. Blend until smooth. Pour mixture over tuna. Top with remaining parmesan. Bake, uncovered, 30 minutes, until set and lightly browned. Let stand 5 minutes before serving."
128,"Heat the oil in a large saute pan. Add the chicken and onion, and cook together until golden. Add the spices and red pepper, and cook for 1 minute. Halve the pineapple slices, add to the pan with the juice, tomatoes and kidney beans. Cover and simmer 20-25 minutes until the chicken is tender. Serve with rice or mashed potatoes."
