response,target_recipe
"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish with butter. In a large bowl, mix together butter, brown sugar, egg, buttermilk, cranberries, cornmeal, all-purpose flour, baking powder, and salt. Stir in the optional walnuts, if desired. Pour into prepared baking dish. Bake for 30 to 35 minutes in the preheated oven. Cool slightly before serving.
I have 2 recipes for cranberry muffins. The first is a muffin that is like a fruitcake, the second is a muffin with a streusel topping that is like a scone.
If you like scones then you will love these! These muffins are similar to scones with a nice crunchy streusel topping.
I made these muffins a few days ago for Thanksgiving Breakfast. They were delicious!
Preheat oven to 375°F (190°C",261227
Cut cucumber into spears. Cut onions in half and slice into 1/2 inch thick slices. Combine all other ingredients into a large pot and bring to a boil. Add cucumber and onions. Cook for 1 minute and then remove from heat. Pour mixture into sterilized jars and seal. Let cool and then store in refrigerator. Makes 2 pints.,294554
Combine all the dressing ingredients in a small bowl and set aside. Cook the tortellini according to the package directions. Drain and rinse with cold water. In a large bowl combine the tortellini with the lettuce and the remaining salad ingredients. Toss to combine. Add the vinaigrette and toss again. Serve in lettuce cups or on a platter.,254745
"In a wok or large skillet heat 1 Tbsp. oil. Add broccoli florets, mushrooms and carrotsstir-fry 2 min. Add watercover. Heat to boilingreduce heat to medium-lowcook 6-7 min. or until veggies are tender. Add noodlescook 1-2 min. or until noodles are heated throughdrain excess liquid. Stir in the beef. Combine stir-fry sauce and cornstarch until smoothstir into mixtureheat throughserve with rice.
100th Post and a Giveaway
100th post and a giveaway...wow...who knew when I started this blog that I would get this far! And now...a giveaway...
I wanted to celebrate by giving someone else a chance to win something. So...I have a brand new set of 4 of the new Pioneer Woman cookbooks...you know, the ones with the cute covers that look like a patchwork quilt.
They are all new...I haven't even opened the covers!
To enter you have to",346807
Heat oil in saute pan over medium heat. Saute garlic until just starting to brown. Add hot red pepper flakes and saute 2 minutes more. Add broccoflower and saute 3-4 minutes more. Add water and balsamic vinegar and bring to a boil. Reduce heat to low and simmer 10 minutes more. Add butter and fresh basil leaves and simmer 2 minutes more. Transfer to a bowl and sprinkle with Parmesan cheese to taste.,258128
"Cook pork mixture over medium heat till browned. Remove from heat. Add mushrooms to pork. Add the rest of the ingredients and stir. Stuff into pork burgers. Grill 15 minutes or till done. Serve with your favorite burger toppings.
 chicken and wild rice soupingredients: cooked wild rice, chicken broth or bouillon, cornstarch, chopped green bell pepper, chopped celery, diced cooked chicken, garlic powder or minced garlic, chopped fresh parsley or fresh dillpreparation:Bring chicken broth to a boil in a medium saucepan. Stir in rice. Cook and stir over medium heat until heated through. Stir together cornstarch and waterstir into soup. Cook and stir until thickened. Add vegetables. Season with garlic powder and dill.",119398
"Heat a frying pan or griddle, add a little olive oil if you like, sprinkle with a little paprika, then lay the fish in the pan. Cook for 2-3 minutes on each side until the fish flakes easily when tested with a fork or until it is cooked to taste. Serve with the sauce of your choice or with a squeeze of fresh lemon juice sprinkled with parsley and a slice of lemon.",64871
"In a large bowl mix frozen hashbrowns with the soup. Spread into a shallow baking pan. Mix together cheese and sour cream, spread over the top of the hashbrowns. In a small bowl mix cornflakes with melted butter and sprinkle over the top. Bake at 400F for 20-25 minutes. Serves 6-8.",102433
Sprinkle fish with seasonings and lemon juice to taste. Bake in a preheated oven at 400f for 10 to 15 minutes or until fish flakes easily when tested with a fork.,23543
"Brown sausage in large skillet. Cook and stir over medium-high heat until evenly browned. Remove sausage from skillet and set aside. In the same skillet add brown rice and stir in milk and cream of mushroom soup. Cook over medium heat until heated through, stirring occasionally. Stir in mushrooms and melted cheese. Place in a casserole. Top with sausage and bake uncovered at 350 degrees for 15 minutes or until bubbly and browned on top.",90068
"Slice and roast red peppers. Slice chicken into thin strips. Dredge in flour seasoned with salt and pepper. Dip in beaten egg. Crush nuts in food processor with bread crumbs until finely chopped, but not mushy. Dredge chicken in nut mixture. Fry in hot oil until browned on both sides. Add cognac and butter to pan drippings and boil for a minute. Pour over chicken. Serve with sour cream and feta cheese.
I have a great recipe for a quick and easy Chicken Fried Rice.
I found it in a book called 5 Minute Meals. It is not a complicated recipe at all.
Simply use leftover cooked rice.
Brown 1 pound of ground beef with 2 cloves minced garlic and 2 tablespoons soy sauce.
Add 2 cups frozen corn and 1/2 cup frozen peas.
Stir in 1 cup cooked rice.
Add 1/2 cup chopped onion.
Stir in 1 can",110529
Bring to boil 6 cups of water with 1 teaspoon of salt. Add 4 ounces of medium noodles and cook until tender. Drain and rinse with cold water. Combine 3 tablespoons of butter with 1 cup of half and half. Melt the butter in small saucepan. Add the half and half and 1 tablespoon of flour. Cook and stir until smooth and thickened. Add 1/2 cup of milk and cook and stir until smooth. Season with 1/2 teaspoon of salt and 1/8 teaspoon of black pepper. Stir in 1/4 cup of grated parmesan cheese. Add the cooked noodles and stir until combined. Stir in 1 can of salmon.,31116
"Peel bananas. Cut them in half lengthwise. Add them in a blender with 2 cups of ice cubes and the honey, cover and process until smooth. Pour into 2 tall glasses. Top each glass with 1/2 cup of the ice cubes and 1/2 of the pineapple chunk. Pour the slushie over the ice cubes and stir gently. Serve immediately. Makes 2 servings.",128333
Sift together the dry ingredients in a bowl. Rub in the butter. Add the egg and the milk alternately and make a smooth dough. Turn the dough out on a floured surface and roll out about 3/4 inch thick. Cut into desired shapes. Place on a greased or lined baking sheet and sprinkle with fruit of choice. Bake at 450 degrees f for about 8 to 12 minutes.,228124
"Peel and chop 2 tomatoes. Slice 3 small sweet red or green bell peppers into strips. Cut 1 red onion into small pieces. Combine the tomatoes, bell peppers and onion in a bowl. Toss gently. Add 2 tablespoons of red wine vinegar. Season with salt and pepper. Add 1 cup of fresh parsley. Arrange 4 cups of sliced cucumbers over the mixture. Garnish with 1 cup of crumbled feta cheese. Drizzle with 1 teaspoon of olive oil. Chill for 1 hour before serving. Yield : 4 servings.",44112
"First cream together the shortening, sugar, eggs, and sour milk until light and fluffy. Then add the vanilla and the salt to the mixture and beat well. Sift together the flour and the baking soda, and then add to the creamed mixture. Then gently stir in the chopped walnuts. Chill dough for 1 hour or more. Roll into 1-inch balls. Place on ungreased cookie sheets about 2 inches apart. Bake at 350 degrees for 8-10 minutes or until lightly browned. Remove from oven immediately. Cool on the cookie sheets for 2 minutes. Then transfer to wire rack to cool completely. Store in an airtight container for up to 3 weeks. Yields about 5 dozen cookies.",294516
"In a large skillet, bring 1/2 cup water to boil. Add onioncook and stir 2-3 minutes or until crisp-tender. Stir in sugar snap peascook 1-2 minutes or until crisp-tender. In a small bowl, combine the remaining 1/2 cup water, cornstarch, and pepper. Add to skilletcook 1 minute or until thickened. Stir in vinegar. Serve hot.",119010
In a large saucepan melt the butter and saut the onion until transparent. Add the carrots and potato and saut for 3 minutes stirring occasionally. Pour the broth and rosemary into the saucepan. Bring to a boil and simmer until the vegetables are tender about 20 minutes. Puree the vegetables in a food processor or blender until smooth. Return the puree to the saucepan and stir in the evaporated milk and ginger powder. Bring to a boil and reduce the heat to low and simmer for 5 minutes stirring occasionally. Season to taste with salt and pepper. Garnish with parsley and serve hot.,59155
Cook sausage and green pepper and onion until tender. Stir in tomato and seasonings. Add beans and heat through. Serve over rice. Sprinkle with cheese.,393021
Heat oil in fryer to 350 degrees F. Coat chicken with flour. Dip in egg whites then in seasoned bread crumbs. Fry chicken until golden brown. Remove from oil. Place in 10 inch pie plate. Sprinkle with onion dip. Arrange potato chips over top of dip. Serve.,377907
"Cook sausage in a skillet until browned. Drain, reserving 1 tablespoon fat. Add corn and sausage to the boiling water. Cook 3 to 4 minutes. Drain, reserving 1/4 cup water. Stir in the sausage, corn, and sauce. Cook 1 to 2 minutes. Serve in a bowl. Garnish with cilantro and cheese.",15335
